term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
395-07-29,film boiling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-29,,"Filmsieden, n",film boiling,"ebullición en película, f","caléfaction, f ébullition en couche mince, f",calefazione a film,膜沸騰,막 비등박막 비등,"wrzenie warstewkowe, n",calefacçãoebulição em camada fina,膜态沸腾
395-07-30,burnout,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-30,,"Burnout, n",burnout,"crisis de ebullición, f","crise d’ébullition, f",crisi di ebollizione,バーンアウト,번아웃,"wypalenie, n",crise de ebulição,烧毁
395-07-31,"barrier, <in a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-31,,"Barriere,  f","barrier, <in a nuclear reactor>","barrera,  f","barrière, <pour un réacteur nucléaire> f","barriera,","バリア, ＜原子炉の＞","격막, <원자로>보호벽, <원자로>","bariera,  f","barreira,","屏障, <核反应堆>"
395-07-32,void fraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-32,,"Blasenanteil, m",void fraction,"fracción de huecos, f","fraction de vide, f",frazione di vuoto,ボイド率,기포율공동 분율,"współczynnik porowatości, m",fração de vazio,空泡份额
395-07-33,safety injection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-33,,"Sicherheitseinspeisung, f",safety injection,"inyección de seguridad, f","injection de sécurité, f",iniezione di sicurezza,安全注水,안전 주입,"wtrysk bezpieczeństwa, m",injeção de segurança,安全注入
395-07-34,subcooled,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-34,,"unterkühlt, Adjektiv",subcooled,"subenfriamiento, m","sous-refroidissement, m",sottoraffreddato,サブクール,과냉각,"stan przechłodzenia, m",subarrefecimento,欠热
395-07-35,superheated,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-35,,"überhitzt, Adjektiv",superheated,"sobrecalentado, m","surchauffe de la vapeur, f",surriscaldato,過熱,과열,"przegrzanie pary, n",sobreaquecimento,过热
395-07-36,void,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-36,,"Blase, f",void,"hueco, m","vide, m",vuoto,ボイド,기포보이드,"przestrzeń pusta, f",vazio,空泡
395-07-37,reactor coolant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-37,,"Reaktorkühlmittel, n",reactor coolant,"refrigerante del reactor,  m","fluide réfrigérant, <pour un réacteur nucléaire> m",refrigerante del reattore,原子炉冷却材,원자로 냉각재,"chłodziwo reaktora, m",fluido refrigerante,反应堆冷却剂
395-07-38,nuclear reactor instrumentation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-38,,"Kernreaktorinstrumentierung, f",nuclear reactor instrumentation,"instrumentación de un reactor nuclear, f","instrumentation pour réacteur nucléaire, f",strumentazione del reattore nucleare,原子炉計装,원자로 계장,"oprzyrządowanie reaktora jądrowego, n",instrumentação para reactor nuclear,核反应堆仪表
395-07-39,power measuring assembly based on activation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-39,,"Leistungsmesseinrichtung auf Aktivierungsbasis, fKugelmesssystem, n",power measuring assembly based on activation,"conjunto de medida de la potencia basada en la activación, m","ensemble de mesure de puissance par activation m, m",complesso di misura di potenza per attivazione,放射化式出力測定装置,방사화식 출력 측정 장치,"urządzenie pomiaru mocy cieplnej,  n",conjunto de medição de potência por ativação,基于活化的功率测量装置
395-07-40,period meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-40,,"Periodenmessgerät, n",period meter,"medidor de periodo, m","périodemètre, m",misuratore della costante di tempo,ペリオド計,원자로 주기계주기계,"miernik okresu, m",periodímetro,周期计
395-07-41,reactivity meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-41,,"Reaktivitätsmessgerät, n",reactivity meter,"medidor de reactividad, m","réactimètre, m",misuratore di radioattività,反応度計,반응성 측정기,"miernik reaktywności, m",reactímetro,反应性仪
395-07-42,failed fuel element detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-42,,"Überwachungseinrichtung für Brennelementschäden, f",failed fuel element detector,"detector de fallo de elemento combustible, m","détecteur de rupture de gaine, m",rilevatore di guasto dell'elemento combustibile,破損燃料検出器,파손 연료 검출기결함 연료 검출기,"detektor uszkodzonego elementu paliwowego, m",detector de rotura de bainha,破损燃料元件监测仪
395-07-43,electrostatic collector failed fuel element detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-43,,"elektrostatische Überwachungseinrichtung für Brennelementschäden, f",electrostatic collector failed fuel element detector,detector de colector electrostático para fallos de elementos combustibles,"détecteur de rupture de gaine à collecte sur électrode, m",rilevatore di guasto dell'elemento combustibile a collettore eletrostatico,電荷補集式破損燃料検出器,정전 수집형 파손 연료 검출기,"detektor uszkodzonego elementu paliwowego,  m",detetor de rotura de bainha com coletor eletroestático,静电收集型破损燃料元件监测仪
395-07-44,Cherenkov effect failed fuel element detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-44,,"Cerenkov-Effekt-Überwachungseinrichtung für Brennelementschäden, f",Cherenkov effect failed fuel element detector,"detector por efecto Cerenkov de un elemento combustible fallado, m","détecteur de rupture de gaine à effet Cerenkov, m",rilevatore di guasto dell'elemento combustibile ad effetto Cerenkov,チェレンコフ式燃料要素破損検出器,체렌 코프식 파손 연료 검출기,"monitor efektu Czerenkowa,  m",detetor de rotura de bainha por efeito Cerenkov,切连科夫效应破损燃料元件监测仪
395-07-45,fission product separator failed fuel element detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-45,,"Zerfallsprodukt-Überwachungseinrichtung für Brennelementschäden, f",fission product separator failed fuel element detector,"detector de elemento combustible fallado por separación de productos de fisión, m","détecteur de rupture de gaine à séparation des produits de fission, m",rilevatore di guasto dell'elemento combustibile a separatore di prodotti di fissione,核分裂生成物分離式破損燃料検出器,핵 분열 생성물 분리식 파손 연료 검출기,"detektor uszkodzonego elementu paliwowego,  m",detetor de rotura de bainha por separação dos produtos de fissão,裂变产物分离型破损燃料元件监测仪
395-07-46,delayed neutron failed fuel element detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-46,,"Überwachungseinrichtung für Brennelementschäden mittels verzögerter Neutronen, f",delayed neutron failed fuel element detector,"detector de elemento combusible fallado por neutrón retardado, m","détecteur de rupture de gaine par détection de neutrons différés, m",rilevatore di guasto dell'elemento combustibile a neutroni ritardati,遅発中性子式破損燃料検出器,지발 중성자식 파손 연료 검출기,"detektor uszkodzonego elementu paliwowego,  m",detetor de rotura de bainha por deteção de neutrões retardados,缓发中子型破损燃料元件监测仪
395-07-47,software life cycle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-47,,"Software-Lebenszyklus, m",software life cycle,"ciclo de la vida del software, m","cycle de vie du logiciel, m",ciclo di vita del software,ソフトウェアライフサイクル,소프트웨어 생명 주기,"okres przydatności oprogramowania, m",ciclo de vida do logicial,软件生存周期
395-07-48,human machine interface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-48,,"Mensch-Maschine-Schnittstelle, f",human machine interface,"interfase hombre máquina, f","interface homme machine, f",interfaccia uomo macchina,マンマシンインターフェース,인간 기계 인터페이스인간 기계 접속,"interfejs człowiek-urządzenie, m",interface homem máquina,人机接口人机界面
395-07-49,operator support system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-49,,"Unterstützungssystem für den Operateur, n",operator support systemOSS,"sistema de apoyo al operador, f","système support de l’opérateur, mSSO, m",sistema di supporto operativoOSS,運転員支援システム,운전원 지원시스템,"system wspomagania operatora, mOSS,",sistema de suporte do operador,操纵员支持系统OSS
395-07-50,safety related item,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-50,,"sicherheitsrelevantes Objekt, n",safety related item,"asunto relativo a la seguridad, m pl","thèmes liés à la sûreté, m pl",elemento relativo alla sicurezza,安全関連機器,안전 관련 기기,"element związany z bezpieczeństwem, m",item de segurança relacionado,安全有关物项
395-07-51,item important to safety,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-51,,"sicherheitstechnisch wichtiges Objekt, n",item important to safety,"elemento importante para la seguridad, m","élément important pour la sûreté, m",elemento importante per la sicurezza,安全上重要機器,안전상 중요 기기,"element ważny dla bezpieczeństwa, m",item importante para a segurança,安全重要物项
395-07-52,configuration management,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-52,,"Konfigurationsmanagement, n",configuration management,"gestión de la configuración, f","gestion de configuration, f",gestione della configurazione,配置構成管理,구성 관리,"zarządzanie konfiguracją obiektu, n",gestão de configuração,配置管理
395-07-53,"safety system, <of a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-53,,"Sicherheitssystem,  n","safety system, <of a nuclear reactor>","sistema de seguridad,   f","système de sûreté, <pour un réacteur nucléaire> m","sistema di sicurezza,","安全系, ＜原子炉の＞","안전 시스템, <원자로>","system bezpieczeństwa,  m","sistema de segurança,","安全系统, <核反应堆>"
395-07-54,safety member,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-54,,"Sicherheitselement, n",safety membersafety element,"elemento de seguridad, m","élément de sûreté, mélément de conduite pour la sûreté, m",elemento di sicurezza,安全要素,안전 요소,"element sterowania istotny dla bezpieczeństwa, m",membro de segurançaelemento de segurança,安全组件
395-07-55,"protection system, <of a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-55,,"Reaktorschutzsystem, n","protection system, <of a nuclear reactor>","sistema de protección,  f","système de protection, <d’un réacteur nucléaire> m","sistema di protezione,","保護系, ＜原子炉の＞","보호 시스템, <원자로>","system zabezpieczeń,  m","sistema de proteção,","保护系统, <核反应堆>"
395-07-56,safety actuation system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-56,,"Sicherheitsauslösesystem, n",safety actuation system,"sistema de actuación de seguridad, m","système actionneur de sûreté, m",sistema di attuazione di sicurezza,安全駆動系,안전 구동계안전 구동시스템,"system wykonawczy bezpieczeństwa, m",sistema atuador de segurança,安全执行系统安全驱动系统
395-07-57,actuation device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-57,,"Auslöseeinrichtung, f",actuation device,"dispositivo de actuación, m","dispositif actionneur, m",dispositivo di attuazione,駆動デバイス,구동 장치조작기기,"układ sterujący urządzeń wykonawczych, m",dispositivo atuador,驱动装置
395-07-58,in-core neutron flux mapping system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-58,,"Kern-Innen-Neutronenflussdichte-Instrumentierung, fKern-Innen-Instrumentierung, f",in-core neutron flux mapping system,"sistema de exploración del flujo neutrónico en el nucleo, f","ensemble d’exploration du flux de neutrons dans le cœur, m",misuratore del flusso neutronico nel nocciolo,炉内中性子束マッピング装置,노내 중성자속 매핑 시스템,"system odwzorowania strumienia neutronów w rdzeniu, m",sistema de mapeamento do fluxo de neutrões no núcleo,堆芯中子通量测量系统
395-07-59,coolant gross activity monitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-59,,"Kühlmittelaktivitäts-Monitor, m",coolant gross activity monitor,"monitor de la actividad global del refrigerante, m","moniteur d’activité global du fluide de refroidissement, m",monitore di attività globale del fluido di raffreddamento,冷却材全放射能モニタ,냉각재 전 방사능 감시기,"monitor całkowitej aktywności chłodziwa, m",monitor de atividade total do fluido de arrefecimento,冷却剂总活度监测仪
